Song Name,Artist Name,Album Name,Release Date,Popularity Score,Length (ms),Grammy_won,Is pop,Is rock,Is funk,Is country,Is hip hop,Is r&b,Is rap,Is folk
Send In The Clowns,Dianne Reeves,The Calling,2001-01-01,2.0,363000.0,1,0,0,0,0,0,0,0,0
You've Changed - Remastered/1995,Nancy Wilson,Great Ladies Of Song / Spotlight On Nancy Wilson,1995-01-01,1.0,169333.0,1,0,0,0,0,0,0,0,0
Nocturne,Charlie Haden,Heartplay,2006,20.0,153538.0,1,0,0,0,0,0,0,0,0
Alibi - Solo Album Version,DC Talk,Solo,2001-01-01,8.0,252093.0,1,0,0,0,0,0,0,0,0
I'm Gonna Miss You (Cece's Wedding Song),Bebe & Cece Winans,Reaching Records Silver Anniversary Edition: Love,2022-03-10,12.0,246340.0,1,0,0,0,0,0,0,0,0
In the Midst of It All - Live,Yolanda Adams,The Experience,2001-03-20,8.0,339040.0,1,0,0,0,0,0,0,0,0
What the World Needs Now Is Love - Live,Nancy Ames,Nancy Ames at the Americana (Live),1968-07-03,0.0,128186.0,1,0,0,0,0,0,0,0,0
Embrace The Chaos,Ozomatli,Embrace The Chaos,2001-01-01,4.0,258000.0,1,0,0,0,0,0,0,0,0
Dejame Entrar,Carlos Vives,Dejame Entrar,2001-01-01,52.0,240760.0,1,0,0,0,0,0,0,0,0
Rinconcito En El Cielo,Ramon Ayala Y Sus Bravos Del Norte,En Vivo... El Hombre Y Su Musica,2010-12-23,31.0,267426.0,1,0,0,0,0,0,0,0,0
Nadie Como Tú (Edición Aniversario Remasterizado),Solido,Nadie Como Tú (Edición Aniversario Remasterizado),2022-02-18,22.0,229240.0,1,0,0,0,0,0,0,0,0
Halfway Tree,Damian Marley,Halfway Tree,2001-01-01,20.0,325066.0,1,0,0,0,0,0,0,0,0
Gone,Jimmy Sturr and his Orchestra,Polka Party,2010-04-01,0.0,208293.0,1,0,0,0,0,0,0,0,0
The Look Of Love,Nancy Wilson,Easy,1968-05-01,5.0,143435.0,1,0,0,0,0,0,0,0,0
Weapon Of Choice,Fatboy Slim,The Greatest Hits: Why Try Harder,2006-01-01,47.0,219813.0,1,0,0,0,0,0,0,0,0
Drops of Jupiter (Tell Me),Train,Drops Of Jupiter,2001-03-27,75.0,259933.0,0,0,0,0,0,0,0,0,0
Video,India.Arie,Dinner Party,2017-09-22,50.0,246757.0,0,0,0,0,0,0,0,0,0
Video Games,Kumail Nanjiani,Beta Male,2013-06-25,21.0,499693.0,0,0,0,0,0,0,0,0,0
By Your Side,Sade,Lovers Rock,2000-11-13,68.0,274933.0,0,0,0,0,0,0,0,0,0
Someone To Call My Lover,Janet Jackson,All For You,2001-01-01,45.0,272360.0,0,0,0,0,0,0,0,0,0
There You'll Be - 2007 Remaster,Faith Hill,The Hits,2007,50.0,220840.0,0,0,0,0,0,0,0,0,0
I Want Love,Elton John,Songs From The West Coast (Expanded Edition),2001-10-01,50.0,275493.0,0,0,0,0,0,0,0,0,0
You Rock My World,Michael Jackson,Invincible,2001-10-29,64.0,337733.0,0,0,0,0,0,0,0,0,0
Fill Me In,Craig David,Born to Do It,2000-08-14,59.0,257200.0,0,0,0,0,0,0,0,0,0
Imitation Of Life,R.E.M.,Reveal,2001-01-01,52.0,236626.0,0,0,0,0,0,0,0,0,0
Goin' Gone,Nanci Griffith,The Last Of The True Believers,1986-01-01,19.0,269173.0,0,0,0,0,0,0,0,0,0
Superman (It's Not Easy),Five For Fighting,America Town,2000-09-26,66.0,221693.0,0,0,0,0,0,0,0,0,0
Shape of My Heart,Backstreet Boys,Black & Blue,2000-11-21,69.0,230093.0,0,0,0,0,0,0,0,0,0
It Wasn't Me,Shaggy,Hot Shot,2000-08-08,75.0,227600.0,0,0,0,0,0,0,0,0,0
My Kind Of Girl - Live,Brian McKnight,An Evening With Brian McKnight (Live),2016-01-01,16.0,163306.0,0,0,0,0,0,0,0,0,0
Nobody Wants to Be Lonely (with Christina Aguilera),Ricky Martin,17,2008,50.0,252706.0,0,0,0,0,0,0,0,0,0
New York State of Mind (with Billy Joel),Tony Bennett,Playin' With My Friends: Bennett Sings The Blues,2001-11-06,31.0,269706.0,0,0,0,0,0,0,0,0,0
It's Just the Rain,Eric Johnson,The Book of Making / Yesterday Meets Today,2022-07-29,10.0,309160.0,0,0,0,0,0,0,0,0,0
Short Circuit,Daft Punk,Discovery,2001-03-12,50.0,206866.0,0,0,0,0,0,0,0,0,0
Angel - Metro Mix Radio Edit,Lionel Richie,The Definitive Collection,2003,31.0,223040.0,0,0,0,0,0,0,0,0,0
Out of Nowhere,Gloria Estefan,Greatest Hits Vol. II,1993,4.0,222826.0,0,0,0,0,0,0,0,0,0
I Feel Loved - 2007 Remaster,Depeche Mode,Exciter (2007 Remaster),2001-05-14,31.0,260720.0,0,0,0,0,0,0,0,0,0
One More Time,Daft Punk,Discovery,2001-03-12,73.0,320357.0,0,0,0,0,0,0,0,0,0
Unconditional,Kirk Whalum,Unconditional,2000-10-17,22.0,281293.0,0,0,0,0,0,0,0,0,0
Have Yourself A Merry Little Christmas - 2001 Version,Dave Koz,A Smooth Jazz Christmas,2001-01-01,21.0,229738.0,0,0,0,0,0,0,0,0,0
Aart Attack,Acoustic Alchemy,Aart,2001-01-01,13.0,241266.0,0,0,0,0,0,0,0,0,0
Sentimental Journey - Live,Rosemary Clooney,Sentimental Journey -- The Girl Singer And Her New Big Band,2001-01-01,0.0,246493.0,0,0,0,0,0,0,0,0,0
Stars And The Moon - Live,Betty Buckley,Stars And The Moon - Live At the Donmar,2001-01-01,1.0,216200.0,0,0,0,0,0,0,0,0,0
Planets of the Universe - 2019 Remaster,Stevie Nicks,00s Finest Pop,2023-02-17,0.0,286147.0,0,0,0,0,0,0,0,0,0
This is Love,Nanset barnegospel,This is Love,2021-08-16,0.0,209722.0,0,0,0,0,0,0,0,0,0
I Want To Be In Love,Melissa Etheridge,Skin,2001-01-01,29.0,213373.0,0,0,0,0,0,0,0,0,0
Strange Little Girl,Tori Amos,00s Finest Pop,2023-02-17,0.0,229093.0,0,0,0,0,0,0,0,0,0
Peaceful World,John Mellencamp,Cuttin' Heads,2001-10-16,32.0,244040.0,0,0,0,0,0,0,0,0,0
Honest with Me,Bob Dylan,Love And Theft,2001-09-11,22.0,349266.0,0,0,0,0,0,0,0,0,0
Superman Inside,Eric Clapton,Reptile,2001-03-13,16.0,306933.0,0,0,0,0,0,0,0,0,0
"New York, New York",Ryan Adams,Gold,2001-01-01,44.0,226693.0,0,0,0,0,0,0,0,0,0
The Space Between,Dave Matthews Band,Everyday,2001-02-27,53.0,242000.0,0,0,0,0,0,0,0,0,0
Yellow,Coldplay,Parachutes,2000-07-10,85.0,266773.0,0,0,0,0,0,0,0,0,0
Jaded,Aerosmith,Just Push Play,2001-03-05,57.0,215823.0,0,0,0,0,0,0,0,0,0
Your Disease,Saliva,Every Six Seconds,2001-03-27,51.0,237493.0,0,0,0,0,0,0,0,0,0
Renegades Of Funk,Rage Against The Machine,Renegades,2000-12-05,63.0,274160.0,0,0,0,0,0,0,0,0,0
Alive - Chris Lord-Alge Mix,P.O.D.,Satellite (U.S. Version),2001-09-11,60.0,205026.0,0,0,0,0,0,0,0,0,0
Smooth Criminal,Alien Ant Farm,Anthology,2001-01-01,73.0,209266.0,0,0,0,0,0,0,0,0,0
Chop Suey!,System Of A Down,Toxicity,2001-09-04,80.0,210240.0,0,0,0,0,0,0,0,0,0
Left Behind,Slipknot,Iowa,2001,61.0,241466.0,0,0,0,0,0,0,0,0,0
Disciple,Slayer,God Hates Us All,2001-09-11,45.0,215693.0,0,0,0,0,0,0,0,0,0
The Wizard - 2014 Remaster,Black Sabbath,Black Sabbath (2014 Remaster),1970-02-13,51.0,262746.0,0,0,0,0,0,0,0,0,0
Vampires,Godsmack,Awake,2000-10-31,43.0,225400.0,0,0,0,0,0,0,0,0,0
Orange Yellow Orange,Nancy,Orange Yellow Orange,2020-07-15,31.0,200000.0,0,0,0,0,0,0,0,0,0
Carousel - Hybrid Theory EP,Linkin Park,Hybrid Theory (20th Anniversary Edition),2020-10-09,42.0,182653.0,0,0,0,0,0,0,0,0,0
Just Push Play,Aerosmith,Just Push Play,2001-03-05,35.0,230713.0,0,0,0,0,0,0,0,0,0
Tears Of Gold,Ryan Adams,Easy Tiger,2007,14.0,173493.0,0,0,0,0,0,0,0,0,0
Morning Bell/Amnesiac,Radiohead,Amnesiac,2001-03-12,42.0,194266.0,0,0,0,0,0,0,0,0,0
Vespertine: Frosti (Live),Björk Guðmundsdóttir,Björk: Vespertine - A Pop Album as an Opera (Live),2019-04-12,5.0,176222.0,0,0,0,0,0,0,0,0,0
A Long Walk,Jill Scott,"Who Is Jill Scott? - Words and Sounds, Vol. 1",2000-07-18,54.0,280973.0,0,0,0,0,0,0,0,0,0
Hit 'Em Up Style (Oops!),Blu Cantrell,So Blu,2001-01-18,66.0,250706.0,0,0,0,0,0,0,0,0,0
Family Affair,Mary J. Blige,No More Drama,2001-01-01,73.0,265866.0,0,0,0,0,0,0,0,0,0
Rock The Boat,Aaliyah,Aaliyah,2001-07-07,65.0,274733.0,0,0,0,0,0,0,0,0,0
Love Of My Life,Brian McKnight,Superhero,2001-01-01,43.0,281866.0,0,0,0,0,0,0,0,0,0
Lifetime - Remastered 2021,Maxwell,Now,2001-08-14,48.0,329400.0,0,0,0,0,0,0,0,0,0
Missing You,Case,Open Letter,2001-01-01,56.0,284666.0,0,0,0,0,0,0,0,0,0
Peaches & Cream,112,Part III,2001,61.0,193093.0,0,0,0,0,0,0,0,0,0
Contagious,NandyZ,Contagious,2019-10-10,0.0,188696.0,0,0,0,0,0,0,0,0,0
What Would You Do?,City High,City High,2001-01-01,53.0,175560.0,0,0,0,0,0,0,0,0,0
Love of My Life,Nancy Scott,Heartprints in Clay,1995-01-01,0.0,241613.0,0,0,0,0,0,0,0,0,0
No More Drama,Mary J. Blige,No More Drama,2001-01-01,54.0,326240.0,0,0,0,0,0,0,0,0,0
AaliyahTheTruth (Outro),AaliyahTheTruth,AaliyahTheTruth,2022-07-22,0.0,164754.0,0,0,0,0,0,0,0,0,0
Three Wishes,Miki Howard,Three Wishes,2001-01-01,1.0,285074.0,0,0,0,0,0,0,0,0,0
This Is Love,Regina Belle,Super Hits,1987,24.0,283266.0,0,0,0,0,0,0,0,0,0
Ride Wit Me,Nelly,Country Grammar,2000-06-27,72.0,291781.0,0,0,0,0,0,0,0,0,0
Izzo (H.O.V.A.),JAY-Z,The Blueprint (Explicit Version),2001-09-11,59.0,240626.0,0,0,0,0,0,0,0,0,0
Who We Be,DMX,The Great Depression,2001-01-01,47.0,287866.0,0,0,0,0,0,0,0,0,0
Because I Got High,Afroman,The Good Times,2001-08-28,65.0,197760.0,0,0,0,0,0,0,0,0,0
Bad Boy for Life,Black Rob,Throwback Jams,2023-02-17,0.0,253066.0,0,0,0,0,0,0,0,0,0
Change The Game,JAY-Z,The Dynasty,2000-10-31,42.0,187840.0,0,0,0,0,0,0,0,0,0
Put It On Me,Ja Rule,Rule 3:36,2000-01-01,61.0,262826.0,0,0,0,0,0,0,0,0,0
Clint Eastwood,Gorillaz,Gorillaz,2001,68.0,340920.0,0,0,0,0,0,0,0,0,0
Where Were You?,Urban Mystic,Ghetto Revelations,2004,36.0,231880.0,0,0,0,0,0,0,0,0,0
Area Codes,Ludacris,Word Of Mouf,2001-01-01,58.0,303026.0,0,0,0,0,0,0,0,0,0
Where the Party At (feat. Nelly),Jagged Edge,Jagged Little Thrill,2001-07-03,63.0,232573.0,0,0,0,0,0,0,0,0,0
Livin' It Up,Ja Rule,Pain Is Love,2001-01-01,63.0,257066.0,0,0,0,0,0,0,0,0,0
Heart Of The City (Ain't No Love),JAY-Z,The Blueprint (Explicit Version),2001-09-11,59.0,223240.0,0,0,0,0,0,0,0,0,0
So Much Pain,Ja Rule,Pain Is Love,2001-01-01,45.0,303266.0,0,0,0,0,0,0,0,0,0
Little Scorpion,Eve Beuvens,30 Years of Belgian Jazz: Igloo Finest Selection,2001,0.0,272626.0,0,0,0,0,0,0,0,0,0
I Would've Loved You Anyway,Trisha Yearwood,Inside Out,2001-06-05,29.0,221893.0,0,0,0,0,0,0,0,0,0
Cold Cold Heart,Lucinda Williams,Hank Williams Timeless,2001-01-01,8.0,308306.0,0,0,0,0,0,0,0,0,0
There Is No Arizona,Jamie O'Neal,Shiver,2000-01-01,46.0,236106.0,0,0,0,0,0,0,0,0,0
Long Gone Lonesome Blues,Sheryl Crow,Hank Williams Timeless,2001-01-01,14.0,174866.0,0,0,0,0,0,0,0,0,0
Marie,Willie Nelson,Poet: A Tribute to Townes Van Zandt,2001-09-11,8.0,265040.0,0,0,0,0,0,0,0,0,0
Grown Men Don't Cry,Tim McGraw,Set This Circus Down,2001-04-24,35.0,235760.0,0,0,0,0,0,0,0,0,0
San Antonio Girl,Lyle Lovett,Anthology Vol. 1: Cowboy Man,2001-10-23,22.0,211026.0,0,0,0,0,0,0,0,0,0
I Dreamed About Mama Last Night,Johnny Cash,Hank Williams Timeless,2001-01-01,4.0,193666.0,0,0,0,0,0,0,0,0,0
Lovesick Blues,Ryan Adams,Hank Williams Timeless,2001-01-01,7.0,203493.0,0,0,0,0,0,0,0,0,0
One More Day,Diamond Rio,One More Day,2001-02-02,51.0,216173.0,0,0,0,0,0,0,0,0,0
Inside Out,Trisha Yearwood,Inside Out,2001-06-05,23.0,214826.0,0,0,0,0,0,0,0,0,0
Bring On The Rain,Jo Dee Messina,Burn,2000-08-01,49.0,240173.0,0,0,0,0,0,0,0,0,0
Munster Rag - Instrumental,Brad Paisley,Part II,2001-05-29,15.0,195533.0,0,0,0,0,0,0,0,0,0
"Choctaw Hayride - Live From The Louisville Palace, Kentucky / 2002",Alison Krauss & Union Station,Live,2003-01-01,31.0,205293.0,0,0,0,0,0,0,0,0,0
Poultry In Motion,Bill Kirchen,Tied To The Wheel,2001-08-21,3.0,159146.0,0,0,0,0,0,0,0,0,0
Sugarfoot Rag,Asleep At The Wheel,The Very Best of Asleep at the Wheel,2004-04-04,8.0,214480.0,0,0,0,0,0,0,0,0,0
The Rainbow Connection,Willie Nelson,Rainbow Connection,2001-01-01,36.0,269240.0,0,0,0,0,0,0,0,0,0
Set This Circus Down,Tim McGraw,Set This Circus Down,2001-04-24,23.0,210493.0,0,0,0,0,0,0,0,0,0
Little Sparrow,Dolly Parton,Little Sparrow,2001-01-23,28.0,253666.0,0,0,0,0,0,0,0,0,0
Ancient of Wind,Kitaro,Ancient,2001-05-08,23.0,121800.0,0,0,0,0,0,0,0,0,0
Cello Blue,David Darling,Cello Blue,2001-08-28,36.0,491173.0,0,0,0,0,0,0,0,0,0
Move Out,Nancy Martinez,Not Just The Girl Next Door,1986,19.0,291440.0,0,0,0,0,0,0,0,0,0
Lost in a Fog,Nancy Steele,Let's Fall in Love / Nitey-Nite,2022-08-12,0.0,211680.0,0,0,0,0,0,0,0,0,0
"Oleo - Live From Yoshi's, Oakland, U.S.A./2001",Pat Martino,Live At Yoshi's,2001-01-01,18.0,419933.0,0,0,0,0,0,0,0,0,0
Not For Nothin',Dave Holland Quintet,Not For Nothin',2001-08-20,10.0,354186.0,0,0,0,0,0,0,0,0,0
Dear Louis,Nicholas Payton,Dear Louis,2001-01-01,10.0,362066.0,0,0,0,0,0,0,0,0,0
Impulsive!,Eliane Elias,Impulsive !,1997-02-23,1.0,602520.0,0,0,0,0,0,0,0,0,0
Flap Your Wings,The Choir,Flap Your Wings,2000-06-11,1.0,195000.0,0,0,0,0,0,0,0,0,0
The Heart Of Worship - Live,Michael W. Smith,Worship,2001,41.0,375000.0,0,0,0,0,0,0,0,0,0
Talk About It,Nicole C. Mullen,Talk About It,2001-08-28,17.0,185786.0,0,0,0,0,0,0,0,0,0
Declaration Of Dependence,Steven Curtis Chapman,Declaration,2001-01-01,13.0,231266.0,0,0,0,0,0,0,0,0,0
My Oxygen,Avalon,Oxygen,2001-01-01,12.0,293560.0,0,0,0,0,0,0,0,0,0
From The Heart,NanaCartel JD,More Than a Rapper,2023-02-20,0.0,127058.0,0,0,0,0,0,0,0,0,0
Show Up & Show Out,Dottie Peoples,Show Up & Show Out,2000-10-17,8.0,275560.0,0,0,0,0,0,0,0,0,0
I Still Want You - Live,Tramaine Hawkins,Tramaine Hawkins Live,1990-01-01,11.0,283515.0,0,0,0,0,0,0,0,0,0
Who Do Men Say I Am? - Interlude,Fred Hammond,Fred Hammond Presents: In Case You Missed It...And Then Some,2001-03-06,2.0,59706.0,0,0,0,0,0,0,0,0,0
Mi Corazón Tira Pa’ Tu Casa,Nani Cortés,Nadie Me Conoce,2022-04-29,29.0,222380.0,0,0,0,0,0,0,0,0,0
Abrázame Muy Fuerte,Juan Gabriel,Abrázame Muy Fuerte,2000-12-12,70.0,239426.0,0,0,0,0,0,0,0,0,0
Azul,Cristian Castro,Grandes Hits,2002-08-30,64.0,259440.0,0,0,0,0,0,0,0,0,0
Simplemente,Chayanne,Simplemente,2000-11-28,30.0,234973.0,0,0,0,0,0,0,0,0,0
Fijate Bien,Juanes,Fijate Bien,2000-01-01,43.0,294266.0,0,0,0,0,0,0,0,0,0
Cuando la Sangre Galopa,Jaguares,Cuando La Sangre Galopa,2001-07-10,27.0,317733.0,0,0,0,0,0,0,0,0,0
Gozo Poderoso,Aterciopelados,Originales - 20 Exitos,1995,15.0,250466.0,0,0,0,0,0,0,0,0,0
Ataidi las flores de la vida,Compay Segundo,Las Flores De La Vida,2000,15.0,245400.0,0,0,0,0,0,0,0,0,0
La Reina Isabel,Orquesta Aragón,La Charanga Eterna,1999,6.0,312373.0,0,0,0,0,0,0,0,0,0
Chanchullo,Ruben Gonzalez,Chanchullo,2000-09-25,40.0,312440.0,0,0,0,0,0,0,0,0,0
Por Tu Placer - Salsa Version,Frankie Negrón,Por Tu Placer,2001-08-14,6.0,255266.0,0,0,0,0,0,0,0,0,0
Sangre Caliente,Los terribles Del Norte,Sangre Caliente (Remasterizado),2000,18.0,207360.0,0,0,0,0,0,0,0,0,0
Quiero Volver Contigo,La Mafia,Estas Tocando Fuego,1991-08-27,20.0,177600.0,0,0,0,0,0,0,0,0,0
Mi Obsesión,Los Palominos,Obsesion,2000-01-01,53.0,173013.0,0,0,0,0,0,0,0,0,0
Smokin' Joint,Kim Wilson,Smokin' Joint,2001-01-01,1.0,319333.0,0,0,0,0,0,0,0,0,0
The Wolves at My Door,Nanuk,The Wolves at My Door,2020-08-14,14.0,186000.0,0,0,0,0,0,0,0,0,0
Creole Moon,Dr. John,Creole Moon,2001,37.0,514866.0,0,0,0,0,0,0,0,0,0
Hamilton Ironworks,John Hartford,Hamilton Ironworks,2001-01-01,1.0,241600.0,0,0,0,0,0,0,0,0,0
Many More Roads,Ky-Mani Marley,Many More Roads,2001,23.0,229240.0,0,0,0,0,0,0,0,0,0
God & King,Luciano,A New Day,2001,7.0,232200.0,0,0,0,0,0,0,0,0,0
Music Is Life,Beres Hammond,Music Is Life,2001,11.0,223520.0,0,0,0,0,0,0,0,0,0
Carnaval de São Vicente,Cesária Evora,Café Atlantico,1999-05-04,43.0,228906.0,0,0,0,0,0,0,0,0,0
Happy Times Polka,Walter Ostanek & His Band,Happy Times,2001-11-01,0.0,196853.0,0,0,0,0,0,0,0,0,0
Ice on My Neck (Not Even Shrek),Nanody56,Nanody56,2020-12-12,0.0,66870.0,0,0,0,0,0,0,0,0,0
Moulin Rouge,Nanà,Carnevale di Sciacca 1994,2021-09-20,0.0,137462.0,0,0,0,0,0,0,0,0,0
Traffic Lights,Nancy Kopman,Wonderful You,2014-11-22,9.0,112797.0,0,0,0,0,0,0,0,0,0
Doctor Syn - EEEMUS's Artificial Intelligence Adaptation,Nanoplex,"Labyrinth, Lost In Techno 02 - Compiled By ZigMon",2019-07-23,0.0,445438.0,0,0,0,0,0,0,0,0,0
A Love Before Time,Jorge Calandrelli,"Martial Arts Trilogy: Crouching Tiger, Hidden Dragon, The Banquet & Hero (Music from the Soundtracks)",2000,17.0,217893.0,0,0,0,0,0,0,0,0,0
Communion Song (C.Ellis) (BMI),Nancy Haywood,Brand New World,2002-01-01,0.0,262573.0,0,0,0,0,0,0,0,0,0
Soul Bossa Nova,Nando Espinosa,Behind the Rock,2022-06-21,0.0,174545.0,0,0,0,0,0,0,0,0,0
Love Letters Straight From Your Heart,Nancy Muller,Georgia Rain,2007-01-01,6.0,169546.0,0,0,0,0,0,0,0,0,0
Fascinating Rhythm,Nanette Natal,Stairway to the Stars,2006-09-12,0.0,352560.0,0,0,0,0,0,0,0,0,0
Easy Living,Nancy Wilson,But Beautiful,1969,3.0,187160.0,0,0,0,0,0,0,0,0,0
Revealed Murderer,Nande Budi,Shattered Smell,2022-07-26,0.0,192000.0,0,0,0,0,0,0,0,0,0
What Are You Doing New Year's Eve? - Remastered 1995,Nancy Wilson,Classic Christmas Favorites,2021-11-02,0.0,145080.0,0,0,0,0,0,0,0,0,0
Fly Away From Here,Aerosmith,Just Push Play,2001-03-05,57.0,302151.0,0,0,0,0,0,0,0,0,0
Beautiful Day,U2,All That You Can't Leave Behind,2000-01-01,61.0,246400.0,1,0,0,0,0,0,0,0,0
Two Against Nature,Steely Dan,Two Against Nature,2000-02-29,28.0,377866.0,1,0,0,0,0,0,0,0,0
It's a Beautiful Day for a Ballgame,Nancy Bea Hefley,Take Me Out to the Ballgame,2003-04-01,11.0,72438.0,1,0,0,0,0,0,0,0,0
I Try,Macy Gray,On How Life Is,1999-07-03,69.0,239440.0,1,0,0,0,0,0,0,0,0
She Walks This Earth (Soberana Rosa),Sting,A Love Affair: The Music Of Ivan Lins,2000-09-26,30.0,284866.0,1,0,0,0,0,0,0,0,0
Cousin Dupree,Steely Dan,Two Against Nature,2000-02-29,32.0,328293.0,1,0,0,0,0,0,0,0,0
"Is You Is, Or Is You Ain't (My Baby)",B.B. King,Let The Good Times Roll: The Music Of Louis Jordan,1999-01-01,31.0,201826.0,1,0,0,0,0,0,0,0,0
American Caravan,Nanaso,This Home Is Not Empty,2018-11-14,0.0,261120.0,1,0,0,0,0,0,0,0,0
Who Let The Dogs Out,Baha Men,Who Let The Dogs Out,2000,62.0,198400.0,1,0,0,0,0,0,0,0,0
Symphony No. 1: I. First Movement,Joe Jackson,Joe Jackson: Symphony No. 1,1999-08-13,2.0,1037533.0,1,0,0,0,0,0,0,0,0
Both Sides Now,Joni Mitchell,Feathers.,2000-01-01,42.0,325600.0,1,0,0,0,0,0,0,0,0
There Goes The Neighborhood,Sheryl Crow,The Globe Sessions,1998-09-21,23.0,302173.0,1,0,0,0,0,0,0,0,0
Guerrilla Radio,Rage Against The Machine,The Battle Of Los Angeles,1999-11-02,68.0,206200.0,1,0,0,0,0,0,0,0,0
Elite,Deftones,White Pony,2000-05-16,52.0,241800.0,1,0,0,0,0,0,0,0,0
The Call Of Ktulu (Remastered),Metallica,Ride The Lightning (Deluxe Remaster),1984-07-27,45.0,533493.0,1,0,0,0,0,0,0,0,0
Kid A,Radiohead,Kid A,2000-10-02,51.0,284506.0,1,0,0,0,0,0,0,0,0
He Wasn't Man Enough,Toni Braxton,The Heat,2000,65.0,261933.0,1,0,0,0,0,0,0,0,0
Say My Name,Destiny's Child,The Writing's On The Wall,1999-07-27,74.0,271333.0,1,0,0,0,0,0,0,0,0
The Real Slim Shady,Eminem,The Marshall Mathers LP,2000-05-23,84.0,284200.0,1,0,0,0,0,0,0,0,0
Forgot About Dre,Dr. Dre,2001,1999-11-16,77.0,222293.0,1,0,0,0,0,0,0,0,0
Solitary Man,Johnny Cash,American III: Solitary Man,2000-01-01,41.0,143853.0,1,0,0,0,0,0,0,0,0
Cherokee Maiden,Asleep At The Wheel,Ride With Bob,1999-01-01,13.0,204706.0,1,0,0,0,0,0,0,0,0
Let's Make Love,Faith Hill,Breathe,1999-11-09,45.0,252893.0,1,0,0,0,0,0,0,0,0
Leaving Cottondale,Alison Brown,Vanguard Visionaries,2007-01-01,27.0,152693.0,1,0,0,0,0,0,0,0,0
The Grass Is Blue,Dolly Parton,The Grass Is Blue,1999,33.0,224760.0,1,0,0,0,0,0,0,0,0
Thinking of You - Remastered,Kitaro,Thinking of You (Remastered),2014-10-14,18.0,412560.0,1,0,0,0,0,0,0,0,0
Outbound,Béla Fleck and the Flecktones,Outbound,2000-07-18,5.0,292640.0,1,0,0,0,0,0,0,0,0
52nd Street Theme,Joe Lovano,52nd Street Themes,2000-01-01,2.0,272666.0,1,0,0,0,0,0,0,0,0
Como Traigo La Yuca - Live,Chucho Valdés,Live At The Village Vanguard,2000-01-01,31.0,396226.0,1,0,0,0,0,0,0,0,0
You Can Make It,Shirley Caesar,You Can Make It,2000,18.0,391706.0,1,0,0,0,0,0,0,0,0
Thankful,Mary Mary,Thankful,2000-04-25,32.0,203800.0,1,0,0,0,0,0,0,0,0
Sin ti,La Ley,Broken Heart Latin,2023-02-24,1.0,253687.0,1,0,0,0,0,0,0,0,0
Por Una Mujer Bonita,Pepe Aguilar,Por Una Mujer Bonita,1999-09-06,57.0,164720.0,1,0,0,0,0,0,0,0,0
La Estrella Que Brilla,The Legends,The History - La Historia De La Musica Tejana,2015-07-10,0.0,204879.0,1,0,0,0,0,0,0,0,0
Red Dirt Girl,Emmylou Harris,Hickory Wind,2001,46.0,245202.0,1,0,0,0,0,0,0,0,0
Art And Life,Beenie Man,Art And Life,2000-01-01,9.0,260906.0,1,0,0,0,0,0,0,0,0
"When She Loved Me (from ""Toy Story 2"")",Randy Newman,"When She Loved Me (from ""Toy Story 2"")",2021-09-24,9.0,173381.0,1,0,0,0,0,0,0,0,0
Selling Dreams,Nana Fofie,Selling Dreams,2023-01-27,50.0,148283.0,1,0,0,0,0,0,0,0,0
Learn to Fly,Foo Fighters,There Is Nothing Left To Lose,1999-11-02,73.0,235293.0,1,0,0,0,0,0,0,0,0
Music,Madonna,Celebration (Bonus Track Version),2009-09-18,12.0,225813.0,0,0,0,0,0,0,0,0,0
From Both Sides Now - Instrumental Solo,Joni Mitchell,Another Way Home - New Music for Concert Band - Demo Tracks 2019-2020,2019-06-28,2.0,279339.0,0,0,0,0,0,0,0,0,0
Things Have Changed - Single Version,Bob Dylan,Side Tracks,2013-11-04,41.0,307800.0,0,0,0,0,0,0,0,0,0
Wait and Bleed,Slipknot,Slipknot,1999-06-12,64.0,147840.0,0,0,0,0,0,0,0,0,0
Until We Say Goodbye - Techno Mix,Joe Satriani,Additional Creations and Bonus Tracks,2014-04-22,6.0,332893.0,0,0,0,0,0,0,0,0,0
If You Pass This Way Again,Nancy Veldman,If You Pass This Way Again - Single,2014-04-22,0.0,134213.0,0,0,0,0,0,0,0,0,0
Thong Song (Re-Recorded),Sisqo,Hip Hop Beats & Rap Tracks,2014-09-15,0.0,252839.0,0,0,0,0,0,0,0,0,0
Master Sold My Baby,Black Joe Lewis & The Honeybears,Tell 'Em What Your Name Is!,2009,18.0,211360.0,0,0,0,0,0,0,0,0,0
The Light,Common,Like Water For Chocolate,2000-01-01,53.0,261693.0,0,0,0,0,0,0,0,0,0
Forgot About Dre - Album Version (Edited),Dr. Dre,2001,1999-11-16,44.0,222253.0,0,0,0,0,0,0,0,0,0
Country Grammar (Hot...) - Album Version (Edited),Nelly,Da Derrty Versions: The Re-invention,2003-11-25,4.0,298493.0,0,0,0,0,0,0,0,0,0
D-X-L (Hard White) (Featuring The Lox and Drag-On) - Album Version (Edited),DMX,...And Then There Was X,1999-01-01,13.0,258493.0,0,0,0,0,0,0,0,0,0
I Hope You Dance,Lee Ann Womack,The Best Country Album In The World...Ever!,2021-11-19,0.0,295000.0,0,0,0,0,0,0,0,0,0
A Little More - Lay It Down Album Version,Jennifer Knapp,Premiere Performance Plus: A Little More,2001-01-01,21.0,204040.0,0,0,0,0,0,0,0,0,0
